"","uni_id","iteration","timepoint","m","counts","avg_workload","avg_OGL","per_site_mutation_rate","time_to_fill","growth_rate"
"1738",18,61,3400,31,31,357.387096774194,100,0.01,184,0.0186629739374193
"1739",18,91,3400,42,31,361.064516129032,100,0.0135483870967742,195,0.0176101907922315
"1740",18,93,3400,31,31,369.451612903226,100,0.01,268,0.0128133850913625
"1741",18,37,3400,36,31,347.354838709677,100,0.0116129032258065,209,0.0164305607870103
"1742",18,26,3400,43,31,336.161290322581,100,0.0138709677419355,196,0.0175203428800263
"1743",18,83,3400,39,31,320.548387096774,100,0.0125806451612903,200,0.0171699360224257
"1744",18,82,3400,37,31,342.129032258065,100,0.0119354838709677,248,0.0138467225987304
"1745",18,21,3400,28,31,343.225806451613,100,0.00903225806451613,196,0.0175203428800263
"1746",18,74,3400,34,31,337,100,0.0109677419354839,195,0.0176101907922315
"1747",18,59,3400,33,31,353.354838709677,100,0.0106451612903226,181,0.0189723049971555
"1748",18,48,3400,36,32,321.875,100,0.01125,201,0.0172424671781081
"1749",18,76,3400,30,31,360.193548387097,100,0.00967741935483871,218,0.0157522348829594
"1750",18,79,3400,29,31,361.258064516129,100,0.00935483870967742,199,0.0172562171079656
"1751",18,96,3400,32,32,337.5625,100,0.01,199,0.0174157583055263
"1752",18,75,3400,21,31,339.548387096774,100,0.0067741935483871,199,0.0172562171079656
"1753",18,40,3400,28,31,330.290322580645,100,0.00903225806451613,218,0.0157522348829594
"1754",18,70,3400,29,31,325.870967741935,100,0.00935483870967742,217,0.0158248258271205
"1755",18,20,3400,22,31,324.774193548387,100,0.00709677419354839,190,0.0180736168657113
"1756",18,11,3400,34,31,342.806451612903,100,0.0109677419354839,203,0.0169161931255426
"1757",18,60,3400,33,31,362.516129032258,100,0.0106451612903226,220,0.0156090327476598
"1758",18,98,3400,34,31,327.032258064516,100,0.0109677419354839,228,0.0150613473880927
"1759",18,66,3400,31,32,330.15625,100,0.0096875,202,0.0171571084297016
"1760",18,2,3400,27,31,377,100,0.00870967741935484,228,0.0150613473880927
"1761",18,86,3400,36,33,324.30303030303,100,0.0109090909090909,220,0.015893216188484
"1762",18,95,3400,40,31,342.354838709677,99.6451612903226,0.0129491744901263,218,0.0157522348829594
"1763",18,73,3400,38,31,352,100,0.012258064516129,219,0.0156803068697952
"1764",18,87,3400,31,31,387.774193548387,100,0.01,259,0.013258637855155
"1765",18,36,3400,33,31,355.548387096774,100,0.0106451612903226,233,0.0147381425085199
"1766",18,84,3400,39,33,363.636363636364,100,0.0118181818181818,229,0.0152685919714693
"1767",18,6,3400,26,32,348.75,100,0.008125,183,0.0189384475562827
"1768",18,15,3400,19,31,349.225806451613,100,0.00612903225806452,183,0.0187649574015582
"1769",18,0,3400,26,31,356.483870967742,100,0.00838709677419355,197,0.0174314071293662
"1770",18,90,3400,32,31,360.451612903226,100,0.0103225806451613,233,0.0147381425085199
"1771",18,46,3400,24,31,331.677419354839,100,0.00774193548387097,196,0.0175203428800263
"1772",18,10,3400,25,32,348.75,100,0.0078125,193,0.0179571808435219
"1773",18,49,3400,25,31,342.322580645161,100,0.00806451612903226,203,0.0169161931255426
"1774",18,14,3400,24,31,334.290322580645,100,0.00774193548387097,196,0.0175203428800263
"1775",18,43,3400,37,32,358.3125,100,0.0115625,213,0.0162710605765245
"1776",18,7,3400,24,31,331.096774193548,100,0.00774193548387097,204,0.0168332706102213
"1777",18,39,3400,30,31,362.161290322581,100,0.00967741935483871,208,0.0165095538677171
"1778",18,3,3400,34,31,351.774193548387,100,0.0109677419354839,205,0.0167511570950495
"1779",18,13,3400,28,31,347.032258064516,100,0.00903225806451613,220,0.0156090327476598
"1780",18,28,3400,23,31,354.677419354839,100,0.00741935483870968,212,0.016198052851345
"1781",18,47,3400,37,31,354.096774193548,100,0.0119354838709677,219,0.0156803068697952
"1782",18,30,3400,30,31,358.612903225806,100,0.00967741935483871,236,0.0145507932393438
"1783",18,27,3400,25,32,344.1875,100,0.0078125,215,0.0161197018734871
"1784",18,35,3400,27,31,351.193548387097,100,0.00870967741935484,215,0.0159720335092332
"1785",18,4,3400,27,31,324.096774193548,100,0.00870967741935484,202,0.0169999366558671
"1786",18,41,3400,29,31,365.064516129032,100,0.00935483870967742,209,0.0164305607870103
"1787",18,5,3400,35,31,375.709677419355,100,0.0112903225806452,229,0.0149955773121622
"1788",18,67,3400,25,31,357.387096774194,100,0.00806451612903226,197,0.0174314071293662
"1789",18,58,3400,29,31,370.645161290323,100,0.00935483870967742,214,0.0160466691798371
"1790",18,80,3400,43,32,333.75,100,0.0134375,234,0.0148108371914518
"1791",18,54,3400,29,31,322.806451612903,100,0.00935483870967742,195,0.0176101907922315
"1792",18,25,3400,34,32,345.96875,100,0.010625,222,0.0156114229855844
"1793",18,32,3400,30,31,383.903225806452,100,0.00967741935483871,235,0.0146127115084474
"1794",18,50,3400,25,31,336.258064516129,100,0.00806451612903226,181,0.0189723049971555
"1795",18,63,3400,31,31,353.806451612903,100,0.01,191,0.0179789905993987
"1796",18,92,3400,26,33,323.969696969697,100,0.00787878787878788,215,0.016262825867286
"1797",18,85,3400,33,32,348.5,100,0.0103125,202,0.0171571084297016
"1798",18,18,3400,23,32,353.53125,100,0.0071875,213,0.0162710605765245
"1799",18,56,3400,39,32,327.9375,100,0.0121875,222,0.0156114229855844
"1800",19,57,3600,33,31,352.129032258065,100.709677419355,0.0105701473414478,215,0.0159720335092332
"1801",19,44,3600,32,31,370.41935483871,100.774193548387,0.0102432778489117,227,0.0151276969360579
"1802",19,65,3600,33,31,396.387096774194,100.709677419355,0.0105701473414478,233,0.0147381425085199
"1803",19,9,3600,26,31,360.483870967742,100.806451612903,0.00832,202,0.0169999366558671
"1804",19,69,3600,25,31,339.516129032258,100.645161290323,0.00801282051282051,189,0.0181692444681754
"1805",19,89,3600,30,31,376.516129032258,100.677419354839,0.00961230374879846,220,0.0156090327476598
"1806",19,33,3600,38,31,347.032258064516,100.774193548387,0.0121638924455826,197,0.0174314071293662
"1807",19,45,3600,29,31,392.387096774194,100.741935483871,0.00928594300352226,222,0.0154684108310142
"1808",19,24,3600,29,31,332.838709677419,100.741935483871,0.00928594300352226,207,0.0165893101665949
"1809",19,22,3600,33,31,407.935483870968,100.838709677419,0.0105566218809981,201,0.01708451345515
